run,program,nbodies,time_sec
49,n-body,14000,362.604826043
50,n-body,14000,362.660107716
51,n-body,14000,397.113363014
52,n-body,14000,398.322237868
53,n-body,14000,362.062372858
54,n-body,14000,362.074044701
55,n-body,14000,361.362627112
56,n-body,14000,362.221854823
57,n-body,14000,374.579113872
58,n-body,14000,362.414913077
59,n-body,14000,362.295282015
60,n-body,14000,360.714582125
61,n-body,14000,361.191637055
62,n-body,14000,365.931292359
63,n-body,14000,360.122907510
64,n-body,14000,390.587075579
65,n-body,14000,361.673455217
66,n-body,14000,362.711302091
67,n-body,14000,374.640512698
68,n-body,14000,363.827406130
69,n-body,14000,370.351205275
70,n-body,14000,369.346816602
71,n-body,14000,363.874135065
72,n-body,14000,364.587848604
73,n-body,14000,363.279620013
74,n-body,14000,363.640135922
75,n-body,14000,363.335147286
76,n-body,14000,365.645145070
77,n-body,14000,362.180641948
78,n-body,14000,433.070742070
79,n-body,14000,503.363632609
80,n-body,14000,461.770749083
81,n-body,14000,498.198125437
82,n-body,14000,360.567855120
83,n-body,14000,358.779452458
84,n-body,14000,364.738800766
85,n-body,14000,358.584474410
86,n-body,14000,363.922187370
87,n-body,14000,360.565168793
88,n-body,14000,358.428553101
89,n-body,14000,360.725554165
90,n-body,14000,359.432523674
91,n-body,14000,359.778195698
92,n-body,14000,358.279847551
93,n-body,14000,359.872942850
94,n-body,14000,372.944233058
95,n-body,14000,396.622082964
96,n-body,14000,413.872950186
97,n-body,14000,378.069127368
98,n-body,14000,374.683796496
99,n-body,14000,395.192236520
100,n-body,14000,381.691888936
1,cpu_simd,14000,23.370905882
2,cpu_simd,14000,22.869118403
3,cpu_simd,14000,22.577263292
4,cpu_simd,14000,22.834892050
5,cpu_simd,14000,22.333086337
6,cpu_simd,14000,24.163505461
7,cpu_simd,14000,22.795747536
8,cpu_simd,14000,20.788983910
9,cpu_simd,14000,20.710687234
10,cpu_simd,14000,20.552187941
11,cpu_simd,14000,21.672635699
12,cpu_simd,14000,20.524328879
13,cpu_simd,14000,22.576673134
14,cpu_simd,14000,22.932701472
15,cpu_simd,14000,22.569282420
16,cpu_simd,14000,22.672241538
17,cpu_simd,14000,22.650227084
18,cpu_simd,14000,22.356951989
19,cpu_simd,14000,22.552230115
20,cpu_simd,14000,22.630891873
21,cpu_simd,14000,23.120701996
22,cpu_simd,14000,22.641551965
23,cpu_simd,14000,22.564327658
24,cpu_simd,14000,22.565928842
25,cpu_simd,14000,22.508202152
26,cpu_simd,14000,22.464514419
27,cpu_simd,14000,23.307454801
28,cpu_simd,14000,23.116937887
29,cpu_simd,14000,23.616110997
30,cpu_simd,14000,24.050271203
31,cpu_simd,14000,24.176130576
32,cpu_simd,14000,24.154249206
33,cpu_simd,14000,22.306135232
34,cpu_simd,14000,22.434872366
35,cpu_simd,14000,20.762148333
36,cpu_simd,14000,20.653043145
37,cpu_simd,14000,20.452377059
38,cpu_simd,14000,20.799520276
39,cpu_simd,14000,20.751483304
40,cpu_simd,14000,20.460176639
41,cpu_simd,14000,20.763103173
42,cpu_simd,14000,22.115428416
43,cpu_simd,14000,21.161267366
44,cpu_simd,14000,21.293471561
45,cpu_simd,14000,20.567795825
46,cpu_simd,14000,22.360028938
47,cpu_simd,14000,23.109746883
48,cpu_simd,14000,22.535207249
49,cpu_simd,14000,23.188694259
50,cpu_simd,14000,22.622347169
51,cpu_simd,14000,22.673450469
52,cpu_simd,14000,22.519158612
53,cpu_simd,14000,22.601993423
54,cpu_simd,14000,22.939778308
55,cpu_simd,14000,23.464081424
56,cpu_simd,14000,22.599065138
57,cpu_simd,14000,23.170811468
58,cpu_simd,14000,23.299121649
59,cpu_simd,14000,23.230326134
60,cpu_simd,14000,23.349761797
61,cpu_simd,14000,23.339682885
62,cpu_simd,14000,22.760247187
63,cpu_simd,14000,22.726366844
64,cpu_simd,14000,22.722487133
65,cpu_simd,14000,22.964883307
66,cpu_simd,14000,22.889398993
67,cpu_simd,14000,22.570906414
68,cpu_simd,14000,22.563744000
69,cpu_simd,14000,22.348375404
70,cpu_simd,14000,22.640051200
71,cpu_simd,14000,22.341587710
72,cpu_simd,14000,22.475184476
73,cpu_simd,14000,22.548943961
74,cpu_simd,14000,22.471629880
75,cpu_simd,14000,22.595661398
76,cpu_simd,14000,22.653190962
77,cpu_simd,14000,22.566405080
78,cpu_simd,14000,22.616588645
79,cpu_simd,14000,22.546415588
80,cpu_simd,14000,21.667218275
81,cpu_simd,14000,21.911872027
82,cpu_simd,14000,21.707707306
83,cpu_simd,14000,21.647204630
84,cpu_simd,14000,21.600694996
85,cpu_simd,14000,21.595949780
86,cpu_simd,14000,21.732285705
87,cpu_simd,14000,21.714481351
88,cpu_simd,14000,21.518906732
89,cpu_simd,14000,21.669814714
90,cpu_simd,14000,22.478333486
91,cpu_simd,14000,21.581668659
92,cpu_simd,14000,21.821809322
93,cpu_simd,14000,21.613713357
94,cpu_simd,14000,21.617766554
95,cpu_simd,14000,21.718934405
96,cpu_simd,14000,21.696044417
97,cpu_simd,14000,21.611868972
98,cpu_simd,14000,22.051398981
99,cpu_simd,14000,21.530292948
100,cpu_simd,14000,21.769930857
,n-body,16000,607.203517347
2,n-body,16000,634.983825725
1,n-body,16000,474.358844604
2,n-body,16000,484.499466316
3,n-body,16000,480.891298396
4,n-body,16000,482.015132685
5,n-body,16000,487.832161828
6,n-body,16000,479.341564360
7,n-body,16000,479.034494816
8,n-body,16000,482.370164467
9,n-body,16000,479.984788312
10,n-body,16000,483.069052929
11,n-body,16000,482.973679069
12,n-body,16000,480.504609753
13,n-body,16000,479.732682009
14,n-body,16000,482.617352966
15,n-body,16000,490.002789197
16,n-body,16000,478.227007024
17,n-body,16000,480.801677007
18,n-body,16000,478.622397815
19,n-body,16000,481.041372938
20,n-body,16000,478.474450118
21,n-body,16000,481.271334592
22,n-body,16000,480.858087381
23,n-body,16000,481.452449945
24,n-body,16000,480.087258126
25,n-body,16000,486.553418444
26,n-body,16000,481.257484497
27,n-body,16000,480.328065983
28,n-body,16000,482.589540836
29,n-body,16000,482.247267165
30,n-body,16000,491.858532964
31,n-body,16000,479.902285629
32,n-body,16000,486.143145368
33,n-body,16000,476.488045466
34,n-body,16000,477.655403146
35,n-body,16000,483.032916881
36,n-body,16000,496.839171041
37,n-body,16000,476.107356573
38,n-body,16000,481.943991269
39,n-body,16000,476.121868456
40,n-body,16000,481.560050517
41,n-body,16000,480.011321073
42,n-body,16000,480.028608069
43,n-body,16000,477.386118843
44,n-body,16000,480.836631131
45,n-body,16000,481.647390549
46,n-body,16000,477.735990561
47,n-body,16000,487.299205074
48,n-body,16000,481.169564157
49,n-body,16000,486.222870003
50,n-body,16000,482.252187665
51,n-body,16000,479.344601691
52,n-body,16000,489.893590766
53,n-body,16000,480.821779441
54,n-body,16000,479.800891996
55,n-body,16000,481.465854460
56,n-body,16000,484.164521184
57,n-body,16000,482.793006103
58,n-body,16000,489.721089150
59,n-body,16000,490.717381982
60,n-body,16000,492.666021741
1,cpu_simd,16000,27.196467937
2,cpu_simd,16000,27.558634269
3,cpu_simd,16000,27.124755916
4,cpu_simd,16000,27.443027535
5,cpu_simd,16000,27.141008159
6,cpu_simd,16000,27.354748708
7,cpu_simd,16000,27.185716153
8,cpu_simd,16000,27.405281272
9,cpu_simd,16000,27.231666040
10,cpu_simd,16000,27.574106862
11,cpu_simd,16000,27.394136683
12,cpu_simd,16000,27.099812443
13,cpu_simd,16000,27.196085253
14,cpu_simd,16000,27.241912333
15,cpu_simd,16000,27.545281800
16,cpu_simd,16000,27.224236135
17,cpu_simd,16000,27.205526726
18,cpu_simd,16000,27.164537122
19,cpu_simd,16000,27.191368348
20,cpu_simd,16000,27.339086207
21,cpu_simd,16000,27.261057033
22,cpu_simd,16000,27.323012014
23,cpu_simd,16000,27.282042110
24,cpu_simd,16000,27.509619900
25,cpu_simd,16000,27.220787018
26,cpu_simd,16000,27.277919828
27,cpu_simd,16000,27.102914577
28,cpu_simd,16000,27.308771018
29,cpu_simd,16000,27.276146646
30,cpu_simd,16000,27.301016473
31,cpu_simd,16000,28.411412095
32,cpu_simd,16000,27.333494411
33,cpu_simd,16000,27.326669232
34,cpu_simd,16000,27.118911586
35,cpu_simd,16000,27.237110363
36,cpu_simd,16000,27.176815157
37,cpu_simd,16000,28.727843279
38,cpu_simd,16000,27.276256560
39,cpu_simd,16000,27.401187137
40,cpu_simd,16000,27.083532810
41,cpu_simd,16000,27.386374558
42,cpu_simd,16000,28.568157643
43,cpu_simd,16000,27.270949313
44,cpu_simd,16000,27.122242976
45,cpu_simd,16000,27.299258289
46,cpu_simd,16000,27.397951789
47,cpu_simd,16000,27.166289291
48,cpu_simd,16000,27.223433079
49,cpu_simd,16000,27.114128154
50,cpu_simd,16000,27.250328137
51,cpu_simd,16000,27.193909832
52,cpu_simd,16000,27.264302981
53,cpu_simd,16000,27.267251516
54,cpu_simd,16000,27.246148297
55,cpu_simd,16000,27.234522518
56,cpu_simd,16000,28.189955724
57,cpu_simd,16000,27.276700338
58,cpu_simd,16000,27.192181125
59,cpu_simd,16000,27.211807283
60,cpu_simd,16000,27.276586615
1,n-body,18000,669.124302116
2,n-body,18000,639.324035411
3,n-body,18000,633.333210122
4,n-body,18000,610.816700024
5,n-body,18000,614.036078555
6,n-body,18000,613.110308308
7,n-body,18000,606.177804585
8,n-body,18000,631.815484698
9,n-body,18000,611.973690922
10,n-body,18000,611.485541933
11,n-body,18000,609.737539323
12,n-body,18000,611.654077552
13,n-body,18000,615.336139437
14,n-body,18000,611.616728595
15,n-body,18000,617.931732603
16,n-body,18000,611.759412335
17,n-body,18000,618.661162548
18,n-body,18000,609.850043399
19,n-body,18000,617.545001564
20,n-body,18000,616.777156146
21,n-body,18000,613.801329549
22,n-body,18000,619.646081656
23,n-body,18000,642.511942855
24,n-body,18000,615.295707796
25,n-body,18000,625.121882026
26,n-body,18000,637.308244618
27,n-body,18000,612.789177594
28,n-body,18000,617.149412239
29,n-body,18000,616.865625857
30,n-body,18000,619.637440282
31,n-body,18000,609.700033228
32,n-body,18000,611.503136927
33,n-body,18000,614.460708191
34,n-body,18000,611.969625758
35,n-body,18000,607.589500285
36,n-body,18000,620.540235130
37,n-body,18000,616.871662626
38,n-body,18000,612.196354840
39,n-body,18000,641.759772228
40,n-body,18000,642.580744634
41,n-body,18000,611.175377222
42,n-body,18000,667.306293287
43,n-body,18000,631.717679029
44,n-body,18000,630.692855516
45,n-body,18000,628.372142423
46,n-body,18000,641.904627612
47,n-body,18000,634.436619710
48,n-body,18000,648.740237633
49,n-body,18000,624.199444349
50,n-body,18000,632.461991186
51,n-body,18000,623.645500124
52,n-body,18000,623.765074636
53,n-body,18000,626.080976660
54,n-body,18000,639.129359331
55,n-body,18000,626.393120600
56,n-body,18000,636.700633859
57,n-body,18000,637.300979760
58,n-body,18000,625.457009065
59,n-body,18000,628.582792779
60,n-body,18000,631.007489724
1,cpu_simd,18000,39.830372503
2,cpu_simd,18000,39.599251911
3,cpu_simd,18000,40.036312637
4,cpu_simd,18000,39.965322986
5,cpu_simd,18000,39.926362520
6,cpu_simd,18000,39.288266982
7,cpu_simd,18000,39.375473460
8,cpu_simd,18000,39.414613563
9,cpu_simd,18000,38.582784812
10,cpu_simd,18000,38.761845196
11,cpu_simd,18000,38.738304543
12,cpu_simd,18000,39.262449728
13,cpu_simd,18000,39.940581408
14,cpu_simd,18000,39.754979287
15,cpu_simd,18000,39.620819181
16,cpu_simd,18000,39.995376787
17,cpu_simd,18000,40.366887478
18,cpu_simd,18000,39.203288344
19,cpu_simd,18000,39.825536529
20,cpu_simd,18000,39.563535161
21,cpu_simd,18000,38.442749474
22,cpu_simd,18000,38.935867907
23,cpu_simd,18000,38.934035746
24,cpu_simd,18000,39.774480478
25,cpu_simd,18000,39.918823390
26,cpu_simd,18000,39.833952541
27,cpu_simd,18000,39.392248940
28,cpu_simd,18000,40.067250981
29,cpu_simd,18000,41.047548379
30,cpu_simd,18000,39.444429078
31,cpu_simd,18000,39.206114410
32,cpu_simd,18000,39.313458772
33,cpu_simd,18000,38.717254205
34,cpu_simd,18000,38.595526300
35,cpu_simd,18000,38.562438242
36,cpu_simd,18000,39.510756653
37,cpu_simd,18000,39.690564321
38,cpu_simd,18000,39.824709954
39,cpu_simd,18000,39.635026153
40,cpu_simd,18000,39.970171410
41,cpu_simd,18000,40.248268521
42,cpu_simd,18000,39.443737403
43,cpu_simd,18000,39.607710285
44,cpu_simd,18000,39.296511074
45,cpu_simd,18000,38.662909929
46,cpu_simd,18000,38.949328287
47,cpu_simd,18000,38.942727080
48,cpu_simd,18000,39.508156244
49,cpu_simd,18000,40.482904832
50,cpu_simd,18000,39.736789558
51,cpu_simd,18000,39.614588063
52,cpu_simd,18000,39.894484301
53,cpu_simd,18000,40.203771496
54,cpu_simd,18000,39.456834481
55,cpu_simd,18000,39.832955996
56,cpu_simd,18000,39.308027559
57,cpu_simd,18000,39.101912914
58,cpu_simd,18000,38.376580643
59,cpu_simd,18000,38.715582951
60,cpu_simd,18000,39.266775648
1,n-body,20000,749.074696913
2,n-body,20000,752.507508765
3,n-body,20000,795.285220385
4,n-body,20000,766.877722215
5,n-body,20000,759.498205398
6,n-body,20000,750.642088390
7,n-body,20000,757.103220584
8,n-body,20000,747.598076356
9,n-body,20000,757.650903930
10,n-body,20000,753.070577477
11,n-body,20000,754.226169180
12,n-body,20000,748.165873670
13,n-body,20000,753.465831402
14,n-body,20000,756.119427404
15,n-body,20000,753.226746514
16,n-body,20000,750.693523790
17,n-body,20000,757.496110343
18,n-body,20000,754.341422792
19,n-body,20000,742.551587187
20,n-body,20000,744.637140332
21,n-body,20000,755.606817393
22,n-body,20000,754.162250100
23,n-body,20000,756.519465470
24,n-body,20000,762.346000877
25,n-body,20000,744.026875453
26,n-body,20000,744.496502256
27,n-body,20000,750.996976068
28,n-body,20000,744.158160241
29,n-body,20000,765.147972949
30,n-body,20000,751.020343252
31,n-body,20000,758.690884125
32,n-body,20000,751.927263122
33,n-body,20000,766.974651903
34,n-body,20000,775.573642297
35,n-body,20000,739.792610626
36,n-body,20000,751.180379254
37,n-body,20000,755.809668875
38,n-body,20000,773.461658736
39,n-body,20000,754.582313706
40,n-body,20000,794.049425679
41,n-body,20000,751.713366898
42,n-body,20000,752.717772951
43,n-body,20000,764.289267516
44,n-body,20000,757.656897436
45,n-body,20000,746.784773664
46,n-body,20000,755.672995671
47,n-body,20000,763.976008160
48,n-body,20000,764.218129858
49,n-body,20000,760.324220806
50,n-body,20000,773.326678562
51,n-body,20000,751.854310350
52,n-body,20000,755.110577381
53,n-body,20000,750.994885235
54,n-body,20000,750.525963613
55,n-body,20000,754.633738880
56,n-body,20000,748.703417216
57,n-body,20000,759.240552695
58,n-body,20000,751.106932498
59,n-body,20000,774.488299482
60,n-body,20000,771.675588718
1,cpu_simd,20000,40.816824283
2,cpu_simd,20000,41.840955360
3,cpu_simd,20000,41.862103723
4,cpu_simd,20000,41.707994714
5,cpu_simd,20000,41.967931565
6,cpu_simd,20000,41.991005925
7,cpu_simd,20000,41.156856648
8,cpu_simd,20000,41.739483051
9,cpu_simd,20000,41.694069123
10,cpu_simd,20000,41.905531113
11,cpu_simd,20000,41.724059075
12,cpu_simd,20000,41.884067625
13,cpu_simd,20000,41.800084348
14,cpu_simd,20000,41.851749398
15,cpu_simd,20000,41.827017131
16,cpu_simd,20000,41.360896163
17,cpu_simd,20000,40.713132135
18,cpu_simd,20000,41.805048016
19,cpu_simd,20000,41.828630371
20,cpu_simd,20000,41.641304002
21,cpu_simd,20000,41.793694078
22,cpu_simd,20000,41.015859516
23,cpu_simd,20000,41.767092237
24,cpu_simd,20000,41.808249447
25,cpu_simd,20000,42.097530208
26,cpu_simd,20000,41.901991905
27,cpu_simd,20000,41.783535872
28,cpu_simd,20000,41.910198363
29,cpu_simd,20000,42.509386674
30,cpu_simd,20000,40.774895349
31,cpu_simd,20000,42.013083227
32,cpu_simd,20000,40.971799968
33,cpu_simd,20000,41.704858479
34,cpu_simd,20000,42.132441559
35,cpu_simd,20000,41.835663731
36,cpu_simd,20000,41.576557449
37,cpu_simd,20000,43.441907934
38,cpu_simd,20000,41.780248787
39,cpu_simd,20000,42.045923280
40,cpu_simd,20000,41.791213760
41,cpu_simd,20000,41.730639896
42,cpu_simd,20000,44.031073425
43,cpu_simd,20000,41.706157254
44,cpu_simd,20000,41.765135130
45,cpu_simd,20000,42.066587747
46,cpu_simd,20000,41.779398457
47,cpu_simd,20000,41.700628465
48,cpu_simd,20000,42.008367655
49,cpu_simd,20000,41.843956273
50,cpu_simd,20000,43.032831327
51,cpu_simd,20000,42.142913537
52,cpu_simd,20000,41.073417374
53,cpu_simd,20000,41.562088178
54,cpu_simd,20000,42.904610724
55,cpu_simd,20000,41.836035888
56,cpu_simd,20000,41.715864563
57,cpu_simd,20000,42.821073490
58,cpu_simd,20000,41.803284672
59,cpu_simd,20000,41.789585720
60,cpu_simd,20000,41.797899264
